mechanism,rate,method,incidents,reciprocal_rank,reciprocal_rank_sd,avg_at_5,hit_at_1,hit_at_3,hit_at_5,normalized_rank,elapsed_ms,realized_rate,reciprocal_rank_se
burst,0.3,qarca,375,0.8548237932591995,0.23237807358028922,0.8928533333333333,0.7808,0.9157333333333333,0.9554666666666667,0.035418742928001234,939.808953119209,0.3000106456408146,0.011999952120002958
burst,0.3,qarca_no_incident_train,375,0.8756527147096483,0.2416269463784379,0.9125333333333333,0.808,0.9328000000000001,0.9733333333333334,0.026579797979797974,939.3865566390722,0.3000106456408146,0.0124775618575819
burst,0.3,qarca_no_quality,375,0.888934089462633,0.23049779887854518,0.9187733333333334,0.832,0.9341333333333334,0.9677333333333332,0.026388581466842333,939.2273349329054,0.3000106456408146,0.011902855151920962
burst,0.3,qarca_no_quality_original,375,0.8621617177581047,0.25825634754603066,0.8992,0.7893333333333333,0.9173333333333333,0.9642666666666667,0.027958331137461566,939.1937397586337,0.3000106456408146,0.01333630044130842
burst,0.3,qarca_original_train,375,0.7819996608764135,0.2622908873059139,0.8307733333333334,0.6786666666666666,0.864,0.9234666666666667,0.05909308825775523,939.4544527723453,0.3000106456408146,0.013544643178636944
burst,0.3,qarca_quality_only,375,0.31156238040729517,0.19644223379179493,0.32378666666666667,0.1384,0.3269333333333333,0.5032,0.2268358562296302,938.8898713587938,0.3000106456408146,0.010144233332898742
burst,0.3,qarca_structural_only,375,0.2296610155639241,0.25747190120178276,0.23626666666666665,0.08,0.2613333333333333,0.4053333333333333,0.35204059334475385,938.7435125056033,0.3000106456408146,0.013295791806278214
burst,0.5,baro,375,0.3770202887142184,0.27716011111935385,0.4147733333333333,0.21333333333333335,0.43119999999999997,0.5829333333333333,0.20431949609060374,375.884261839216,0.5000233934616154,0.014312486594643395
burst,0.5,median_shift,375,0.2788884414502312,0.2142953523016195,0.34432,0.0832,0.36719999999999997,0.5677333333333333,0.2185833749245283,105.43167271922964,0.5000233934616154,0.011066164408450981
burst,0.5,nsigma,375,0.668718701661592,0.26477702972613626,0.75968,0.4925333333333333,0.8138666666666666,0.9112,0.05049944510796208,310.5443396278657,0.5000233934616154,0.013673027021167893
burst,0.5,qarca,375,0.6674191321523292,0.2506299982638244,0.7518933333333333,0.4978666666666666,0.8013333333333333,0.8928,0.06618114501886412,1792.4370604260205,0.5000233934616154,0.012942477457810478
burst,0.5,qarca_no_incident_train,375,0.6936919681058111,0.26905200965576037,0.7729066666666667,0.5349333333333334,0.824,0.8981333333333333,0.05379582588610792,1792.0798674129726,0.5000233934616154,0.01389378603547196
burst,0.5,qarca_no_quality,375,0.7265941203531068,0.2605314678341309,0.8035733333333335,0.5778666666666666,0.8493333333333334,0.9184,0.048305256188364135,1791.9072321333456,0.5000233934616154,0.013453787147794164
burst,0.5,qarca_no_quality_original,375,0.5932222023924597,0.2736997942324507,0.68464,0.40240000000000004,0.7354666666666667,0.8578666666666667,0.06788139047373223,1791.8871259730774,0.5000233934616154,0.014133796598969047
burst,0.5,qarca_original_train,375,0.5298923231527989,0.2394352148973259,0.62928,0.3176,0.6778666666666666,0.8325333333333333,0.09144641941890741,1792.1310578929415,0.5000233934616154,0.012364381330572495
